order_id,customer_id,order_date,product_id,quantity,price,channel,order_status
97,367,2024-01-04,109,2,125.6,web,completed
98,9,2024-01-04,70,3,65.0,mobile,completed
99,275,2024-01-04,94,1,11.63,mobile,completed
100,336,2024-01-04,22,2,21.16,web,completed
101,280,2024-01-04,76,1,142.35,web,completed
102,229,2024-01-04,87,3,25.59,store,completed
103,193,2024-01-04,110,3,294.58,store,completed
104,421,2024-01-04,197,3,138.18,store,completed
105,129,2024-01-04,4,1,14.63,store,completed
106,248,2024-01-04,96,1,11.65,store,completed
107,365,2024-01-04,21,1,11.45,store,completed
108,358,2024-01-04,153,1,230.51,store,completed
109,428,2024-01-04,63,1,13.2,mobile,completed
110,63,2024-01-04,42,1,120.81,web,completed
111,343,2024-01-04,194,2,64.27,web,completed
112,23,2024-01-04,181,3,22.77,web,completed
113,339,2024-01-04,112,1,27.57,web,completed
114,430,2024-01-04,152,1,21.77,mobile,completed
115,157,2024-01-04,73,3,294.6,mobile,completed
116,69,2024-01-04,183,1,23.67,web,completed
117,33,2024-01-04,21,2,123.58,web,completed
118,465,2024-01-04,162,1,205.66,web,completed
119,83,2024-01-04,138,1,57.73,mobile,completed
120,374,2024-01-04,27,1,12.33,mobile,cancelled
121,285,2024-01-04,88,1,103.97,mobile,completed
122,117,2024-01-05,131,1,215.02,web,returned
123,77,2024-01-05,62,3,29.98,store,completed
124,248,2024-01-05,24,2,279.9,mobile,completed
125,458,2024-01-05,22,1,12.68,web,completed
126,332,2024-01-05,121,1,28.03,mobile,completed
127,364,2024-01-05,173,3,144.53,store,returned
128,159,2024-01-05,139,3,29.09,mobile,completed
129,477,2024-01-05,196,3,74.83,web,completed
130,314,2024-01-05,20,1,13.21,web,returned
131,356,2024-01-05,136,1,65.08,web,completed
132,289,2024-01-05,173,1,144.99,web,completed
133,304,2024-01-05,112,1,258.12,web,completed
134,335,2024-01-05,176,2,21.17,mobile,completed
135,312,2024-01-05,181,1,28.77,store,returned
136,416,2024-01-05,48,1,23.58,mobile,completed
137,16,2024-01-05,117,1,111.73,web,completed
138,339,2024-01-05,166,2,11.34,store,completed
139,161,2024-01-05,154,3,24.4,store,completed
140,297,2024-01-05,113,1,203.11,store,returned
141,28,2024-01-05,193,2,56.17,store,returned
142,350,2024-01-05,68,3,237.61,mobile,completed
143,20,2024-01-05,93,1,55.88,mobile,completed
144,23,2024-01-05,103,3,216.4,web,completed
145,172,2024-01-05,18,1,10.67,mobile,completed
146,166,2024-01-05,147,3,65.1,web,completed
147,436,2024-01-05,97,3,234.87,mobile,completed
148,429,2024-01-05,9,1,13.66,web,completed
149,448,2024-01-05,87,1,50.52,store,completed
150,381,2024-01-05,96,3,106.11,web,completed
151,362,2024-01-05,151,2,101.38,web,completed
152,409,2024-01-05,47,1,74.64,mobile,completed
153,301,2024-01-05,78,2,235.74,store,completed
154,253,2024-01-05,133,3,10.01,mobile,completed
155,94,2024-01-05,194,1,293.13,store,completed
156,143,2024-01-05,4,1,10.35,store,completed
157,26,2024-01-05,49,3,13.38,store,completed
158,81,2024-01-05,149,1,53.65,mobile,completed
159,297,2024-01-05,17,1,10.51,store,completed
160,195,2024-01-05,82,1,22.98,store,completed
161,111,2024-01-06,111,1,25.31,mobile,completed
162,311,2024-01-06,97,1,26.21,mobile,returned
163,200,2024-01-06,99,1,69.6,mobile,completed
164,477,2024-01-06,48,1,13.38,mobile,completed
165,323,2024-01-06,72,1,278.46,store,completed
166,132,2024-01-06,27,2,227.33,store,completed
167,415,2024-01-06,184,1,58.45,mobile,completed
168,456,2024-01-06,47,2,107.95,web,completed
169,265,2024-01-06,132,1,142.71,web,completed
170,487,2024-01-06,70,1,69.93,web,completed
171,266,2024-01-06,73,3,13.04,web,completed
172,445,2024-01-06,66,3,11.19,web,completed
173,97,2024-01-06,67,1,114.76,web,completed
174,319,2024-01-06,178,2,58.97,mobile,completed
175,39,2024-01-06,74,2,25.1,web,completed
176,447,2024-01-06,169,1,13.32,web,completed
177,494,2024-01-06,113,1,11.96,web,completed
178,95,2024-01-06,64,2,120.38,mobile,completed
179,317,2024-01-07,20,1,137.3,mobile,completed
180,10,2024-01-07,15,1,10.74,web,completed
181,75,2024-01-07,192,2,29.41,web,completed
182,308,2024-01-07,126,2,12.41,web,completed
183,268,2024-01-07,126,1,53.36,web,completed
184,71,2024-01-07,141,2,26.18,web,completed
185,211,2024-01-07,172,1,201.06,store,completed
186,361,2024-01-07,95,1,110.34,mobile,completed
187,109,2024-01-07,71,1,138.46,mobile,completed
188,309,2024-01-07,101,3,51.97,store,returned
189,261,2024-01-07,44,1,12.62,mobile,completed
190,126,2024-01-07,151,1,11.13,web,completed
191,37,2024-01-07,110,1,228.33,mobile,completed
192,245,2024-01-07,25,1,13.18,mobile,completed
193,194,2024-01-07,151,1,127.09,web,completed
194,364,2024-01-07,106,1,24.21,web,completed
195,353,2024-01-07,200,2,13.73,store,completed
196,93,2024-01-07,180,1,22.5,store,completed
197,290,2024-01-07,102,1,104.14,store,completed
198,131,2024-01-07,53,1,61.76,web,completed
199,272,2024-01-07,74,2,142.74,store,completed
200,22,2024-01-07,47,2,29.49,web,completed
201,361,2024-01-07,6,1,13.1,web,completed
202,330,2024-01-07,113,3,296.95,mobile,returned
203,147,2024-01-07,129,3,14.67,web,completed
204,417,2024-01-07,86,3,202.04,store,completed
205,195,2024-01-07,182,1,24.17,web,completed
206,388,2024-01-08,89,1,246.64,store,completed
207,159,2024-01-08,59,1,241.3,mobile,completed
208,123,2024-01-08,44,1,22.72,web,completed
209,305,2024-01-08,3,1,252.8,web,completed
210,225,2024-01-08,12,2,141.13,store,completed
211,4,2024-01-08,131,1,149.33,mobile,completed
212,144,2024-01-08,102,1,106.39,store,completed
213,88,2024-01-08,133,1,10.05,web,completed
214,157,2024-01-08,1,1,63.05,mobile,completed
215,182,2024-01-08,191,3,131.38,mobile,completed
216,284,2024-01-08,190,1,24.64,mobile,completed
217,12,2024-01-08,34,2,284.34,web,completed
218,3,2024-01-08,69,1,29.65,mobile,completed
219,285,2024-01-08,193,2,109.15,store,returned
220,223,2024-01-08,22,2,107.36,web,completed
221,101,2024-01-08,27,1,277.93,store,completed
222,20,2024-01-08,144,1,110.24,web,completed
223,331,2024-01-08,27,1,131.47,mobile,completed
224,13,2024-01-08,176,1,212.82,store,completed
225,374,2024-01-08,62,2,23.13,web,completed
226,183,2024-01-08,28,1,124.31,mobile,completed
227,276,2024-01-08,54,3,138.18,mobile,completed
228,265,2024-01-08,116,2,29.31,web,completed
229,416,2024-01-08,153,1,55.21,store,completed
230,473,2024-01-08,65,3,122.41,store,completed
231,332,2024-01-08,105,3,56.19,mobile,completed
232,195,2024-01-08,56,1,24.29,mobile,completed
233,418,2024-01-08,83,3,22.25,mobile,completed
234,287,2024-01-08,163,3,22.1,mobile,returned
235,180,2024-01-08,46,3,20.16,web,completed
236,136,2024-01-08,48,1,54.58,store,completed
237,38,2024-01-08,4,2,101.36,store,completed
238,127,2024-01-08,59,1,239.54,mobile,completed
239,148,2024-01-08,109,2,70.4,mobile,completed
240,24,2024-01-08,92,1,121.27,mobile,completed
241,124,2024-01-08,163,1,14.04,store,completed
242,272,2024-01-08,86,1,13.02,mobile,completed
243,265,2024-01-08,34,1,281.8,mobile,completed
244,261,2024-01-09,91,1,23.12,store,completed
245,152,2024-01-09,175,1,26.95,store,completed
246,396,2024-01-09,92,3,248.91,store,completed
247,232,2024-01-09,167,1,108.06,store,completed
248,178,2024-01-09,28,1,13.48,store,completed
249,131,2024-01-09,169,3,139.48,mobile,completed
250,35,2024-01-09,177,1,58.14,store,completed
251,224,2024-01-09,123,3,240.01,mobile,completed
252,484,2024-01-09,99,3,21.62,web,completed
253,386,2024-01-09,81,2,260.74,store,returned
254,455,2024-01-09,59,2,13.87,mobile,completed
255,165,2024-01-09,186,2,60.25,mobile,completed
256,477,2024-01-09,41,2,125.06,mobile,completed
257,354,2024-01-09,122,2,22.05,web,completed
258,46,2024-01-09,29,2,294.38,mobile,completed
259,459,2024-01-09,77,1,227.35,web,completed
260,454,2024-01-09,140,3,106.16,web,completed
261,293,2024-01-09,199,1,14.93,web,completed
262,305,2024-01-09,29,1,67.4,mobile,completed
263,346,2024-01-09,24,1,129.03,store,completed
264,385,2024-01-09,93,2,14.78,mobile,completed
265,88,2024-01-09,106,1,234.42,mobile,completed
266,36,2024-01-09,105,2,64.79,store,completed
267,397,2024-01-09,77,1,28.34,web,completed
268,223,2024-01-09,84,3,28.25,store,completed
269,273,2024-01-09,109,3,66.13,mobile,returned
270,195,2024-01-09,192,1,110.08,mobile,completed
271,356,2024-01-09,140,1,13.37,mobile,completed
272,78,2024-01-10,193,1,25.17,mobile,completed
273,315,2024-01-10,108,1,27.41,mobile,cancelled
274,69,2024-01-10,148,1,73.99,web,completed
275,158,2024-01-10,89,1,63.76,store,completed
276,244,2024-01-10,93,1,13.93,mobile,completed
277,260,2024-01-10,40,2,11.58,store,completed
278,248,2024-01-10,125,1,269.98,web,completed
279,353,2024-01-10,24,3,27.37,mobile,completed
280,444,2024-01-10,96,3,51.39,web,completed
281,344,2024-01-10,80,1,69.99,store,completed
282,351,2024-01-10,90,1,58.84,web,completed
283,64,2024-01-10,39,1,136.02,store,completed
284,108,2024-01-10,36,1,132.94,mobile,returned
285,289,2024-01-10,180,1,121.9,web,completed
286,31,2024-01-10,106,3,21.45,mobile,completed
287,169,2024-01-10,88,1,141.47,web,completed
288,482,2024-01-10,62,1,25.8,mobile,completed
289,187,2024-01-10,93,1,10.92,store,completed
290,68,2024-01-10,5,1,106.41,web,returned
291,363,2024-01-10,78,2,65.51,web,completed
292,469,2024-01-10,14,1,260.02,web,completed
293,175,2024-01-10,133,1,277.86,mobile,completed
294,377,2024-01-10,66,3,10.28,mobile,completed
295,117,2024-01-10,198,1,27.67,mobile,completed
296,372,2024-01-10,179,2,132.75,store,completed
297,433,2024-01-10,28,3,27.38,mobile,completed
298,455,2024-01-10,90,3,12.14,store,completed
299,430,2024-01-10,52,1,105.76,web,completed
300,78,2024-01-10,17,1,56.8,store,completed
301,403,2024-01-10,83,1,21.85,store,returned
302,369,2024-01-10,56,3,272.25,web,completed
303,162,2024-01-10,170,1,57.44,web,completed
304,165,2024-01-10,96,1,110.18,web,completed
305,356,2024-01-10,13,1,251.55,mobile,completed
306,86,2024-01-10,119,1,70.76,web,completed
307,377,2024-01-10,106,1,11.47,web,completed
308,10,2024-01-10,193,2,148.16,store,completed
309,353,2024-01-10,139,1,67.45,web,returned
310,165,2024-01-10,39,1,11.96,web,completed
311,180,2024-01-11,106,1,10.03,mobile,returned
312,386,2024-01-11,49,2,20.42,web,completed
313,142,2024-01-11,83,3,248.81,web,completed
314,286,2024-01-11,99,2,10.72,mobile,completed
315,329,2024-01-11,184,1,74.64,web,completed
316,289,2024-01-11,40,1,14.6,mobile,completed
317,58,2024-01-11,11,1,14.95,web,completed
318,107,2024-01-11,29,3,14.24,web,completed
319,471,2024-01-11,68,1,293.02,web,completed
320,121,2024-01-11,196,3,145.12,web,completed
321,381,2024-01-11,17,1,73.39,store,completed
322,205,2024-01-11,103,1,120.53,store,completed
323,309,2024-01-11,7,2,66.03,mobile,completed
324,174,2024-01-11,13,3,281.11,web,completed
325,295,2024-01-11,21,2,130.82,mobile,completed
326,41,2024-01-11,153,3,29.15,store,returned
327,420,2024-01-11,34,1,285.8,store,returned
328,327,2024-01-11,22,3,112.47,web,completed
329,93,2024-01-11,184,2,10.23,mobile,completed
330,261,2024-01-11,139,1,271.3,mobile,completed
331,359,2024-01-11,9,2,223.7,store,completed
332,197,2024-01-11,75,1,132.56,web,completed
333,40,2024-01-11,95,1,14.0,store,completed
334,405,2024-01-11,7,1,62.94,store,completed
335,443,2024-01-11,165,1,121.48,store,completed
336,497,2024-01-11,153,1,54.06,web,completed
337,62,2024-01-11,138,1,57.0,web,completed
338,152,2024-01-11,33,1,12.97,store,completed
339,288,2024-01-11,119,1,251.53,store,completed
340,331,2024-01-11,80,1,211.17,mobile,completed
341,175,2024-01-11,33,3,57.58,web,completed
342,312,2024-01-12,155,3,277.09,store,completed
343,260,2024-01-12,32,3,270.09,mobile,completed
344,45,2024-01-12,153,2,207.13,mobile,completed
345,345,2024-01-12,123,3,13.76,web,completed
346,306,2024-01-12,139,1,68.54,store,completed
347,487,2024-01-12,2,1,135.15,mobile,completed
348,168,2024-01-12,130,1,72.98,web,returned
349,357,2024-01-12,3,1,13.9,web,completed
350,26,2024-01-12,51,1,10.51,store,completed
351,398,2024-01-12,2,1,14.27,web,completed
352,138,2024-01-12,107,1,127.2,mobile,completed
353,276,2024-01-12,20,3,25.87,store,completed
354,296,2024-01-12,64,1,59.67,web,completed
355,154,2024-01-12,67,3,13.1,store,completed
356,350,2024-01-12,175,1,23.74,web,completed
357,197,2024-01-12,46,1,100.17,web,completed
358,487,2024-01-12,105,1,219.09,web,completed
359,459,2024-01-12,133,1,60.72,store,completed
360,112,2024-01-12,62,2,28.74,store,completed
361,424,2024-01-12,3,1,116.4,store,completed
362,313,2024-01-12,69,1,28.74,store,completed
363,70,2024-01-12,75,1,118.67,mobile,completed
364,41,2024-01-12,166,2,13.48,web,completed
365,24,2024-01-12,46,1,144.3,web,completed
366,197,2024-01-12,23,1,13.7,web,completed
367,29,2024-01-12,81,2,299.59,store,completed
368,382,2024-01-12,193,2,294.37,mobile,returned
369,351,2024-01-12,111,1,286.24,store,returned
370,139,2024-01-12,52,2,23.68,store,completed
371,439,2024-01-12,84,1,69.91,store,completed
372,254,2024-01-12,199,2,101.66,web,returned
373,320,2024-01-12,110,2,26.07,store,completed
374,150,2024-01-12,32,1,204.7,web,completed
375,315,2024-01-12,160,2,102.88,store,completed
376,285,2024-01-12,147,1,228.54,web,completed
377,255,2024-01-12,164,3,59.1,store,completed
378,125,2024-01-12,61,2,52.11,mobile,completed
379,231,2024-01-13,141,1,118.16,mobile,completed
380,201,2024-01-13,200,2,68.63,web,completed
381,499,2024-01-13,180,1,252.49,web,completed
382,215,2024-01-13,199,1,21.05,mobile,completed
383,128,2024-01-13,74,2,54.08,mobile,completed
384,283,2024-01-13,56,2,292.71,web,completed
385,64,2024-01-13,23,3,13.28,store,completed
386,35,2024-01-13,190,1,136.61,store,completed
387,61,2024-01-13,11,2,13.02,web,completed
388,305,2024-01-13,90,2,126.73,store,completed
389,430,2024-01-13,151,3,243.61,mobile,cancelled
390,59,2024-01-13,23,3,207.7,web,completed
391,175,2024-01-13,71,1,294.62,web,completed
392,124,2024-01-13,136,3,10.93,mobile,completed
393,442,2024-01-13,91,2,10.84,store,completed
394,350,2024-01-13,192,1,13.5,store,completed
395,17,2024-01-13,90,2,214.85,web,completed
396,22,2024-01-13,112,3,69.07,mobile,completed
397,284,2024-01-13,169,1,14.56,web,completed
398,75,2024-01-13,121,1,133.36,store,completed
399,272,2024-01-13,163,1,293.0,mobile,completed
400,242,2024-01-13,194,2,56.53,web,completed
401,353,2024-01-13,92,1,14.97,web,completed
402,100,2024-01-14,24,3,10.4,mobile,completed
403,372,2024-01-14,47,1,14.9,web,completed
404,7,2024-01-14,25,2,66.2,web,returned
405,487,2024-01-14,72,1,127.21,web,completed
406,65,2024-01-14,45,3,10.65,web,completed
407,270,2024-01-14,144,1,230.06,web,completed
408,44,2024-01-14,165,3,288.75,mobile,completed
409,177,2024-01-14,145,1,11.64,store,completed
410,386,2024-01-14,162,1,63.04,mobile,completed
411,413,2024-01-14,31,1,209.59,store,completed
412,17,2024-01-14,107,3,125.88,store,completed
413,163,2024-01-14,183,1,68.47,web,completed
414,332,2024-01-14,25,1,142.51,web,completed
415,266,2024-01-14,150,1,23.33,web,completed
416,499,2024-01-14,163,1,127.99,mobile,completed
417,353,2024-01-14,23,1,139.59,mobile,completed
418,227,2024-01-14,19,1,28.94,store,returned
419,13,2024-01-14,97,1,21.53,mobile,completed
420,365,2024-01-14,67,1,58.05,web,completed
421,39,2024-01-14,181,1,25.57,mobile,completed
422,147,2024-01-14,55,2,71.54,web,returned
423,56,2024-01-14,63,1,25.07,mobile,completed
424,46,2024-01-14,63,1,63.25,store,completed
425,360,2024-01-14,111,1,53.42,web,completed
426,399,2024-01-14,28,1,54.63,store,completed
427,244,2024-01-14,54,1,29.24,store,completed
428,42,2024-01-14,45,1,61.95,store,completed
429,184,2024-01-14,86,1,21.51,web,completed
430,44,2024-01-14,165,1,29.48,store,completed
431,455,2024-01-14,18,2,61.48,web,returned
432,91,2024-01-15,90,1,12.16,web,completed
433,293,2024-01-15,74,1,21.64,store,completed
434,236,2024-01-15,83,3,11.51,mobile,completed
435,70,2024-01-15,110,3,203.21,store,completed
436,456,2024-01-15,67,1,298.12,store,completed
437,439,2024-01-15,27,1,12.49,store,completed
438,480,2024-01-15,79,1,132.86,store,completed
439,337,2024-01-15,187,3,13.99,web,completed
440,389,2024-01-15,58,1,113.96,mobile,returned
441,356,2024-01-15,80,3,102.47,mobile,completed
442,381,2024-01-15,21,1,10.85,store,completed
443,254,2024-01-15,183,3,71.86,mobile,cancelled
444,307,2024-01-15,142,1,10.02,store,completed
445,287,2024-01-15,176,1,14.2,web,completed
446,141,2024-01-15,43,2,23.94,web,completed
447,340,2024-01-15,187,2,50.06,web,completed
448,349,2024-01-15,106,3,27.13,store,completed
449,485,2024-01-15,12,2,72.23,mobile,returned
450,389,2024-01-15,6,1,54.23,web,completed
451,94,2024-01-15,55,3,10.51,store,returned
452,267,2024-01-15,147,1,10.99,store,completed
453,87,2024-01-15,169,1,290.55,mobile,completed
454,144,2024-01-15,66,3,11.62,web,returned
455,294,2024-01-15,118,2,51.8,store,completed
456,280,2024-01-15,5,1,71.26,store,completed
457,224,2024-01-15,91,3,125.47,store,returned
458,10,2024-01-15,131,2,24.61,store,completed
459,471,2024-01-15,52,1,20.14,store,completed
460,62,2024-01-15,34,3,29.28,store,completed
461,248,2024-01-15,58,1,220.25,web,completed
462,191,2024-01-15,144,1,287.74,mobile,completed
463,224,2024-01-15,155,1,10.85,web,completed
464,19,2024-01-15,59,3,121.69,store,completed
465,415,2024-01-15,40,1,127.71,web,completed
466,43,2024-01-16,147,2,268.87,store,returned
467,427,2024-01-16,49,1,74.43,store,completed
468,37,2024-01-16,148,1,148.07,web,completed
469,364,2024-01-16,98,2,111.25,mobile,completed
470,12,2024-01-16,181,1,226.53,web,completed
471,303,2024-01-16,74,1,109.97,mobile,completed
472,257,2024-01-16,85,1,20.37,web,completed
473,179,2024-01-16,173,3,126.24,mobile,cancelled
474,59,2024-01-16,176,1,14.99,store,completed
475,301,2024-01-16,139,1,23.61,store,completed
476,269,2024-01-16,153,1,239.56,web,completed
477,58,2024-01-16,155,1,257.74,web,completed
478,22,2024-01-16,174,1,22.92,mobile,completed
479,161,2024-01-16,118,1,12.9,web,completed
480,292,2024-01-16,28,1,14.5,store,completed
481,364,2024-01-16,78,3,203.89,web,completed
482,423,2024-01-16,159,3,143.18,mobile,completed
483,393,2024-01-16,174,1,271.51,web,completed
484,41,2024-01-16,73,3,13.62,store,completed
485,360,2024-01-16,2,3,25.29,store,completed
486,442,2024-01-16,44,1,25.36,store,completed
487,232,2024-01-16,64,1,299.81,mobile,completed
488,404,2024-01-16,23,1,28.2,store,completed
489,30,2024-01-16,60,1,63.19,web,completed
490,92,2024-01-16,11,1,290.33,store,completed
491,123,2024-01-16,178,2,21.47,store,completed
492,285,2024-01-16,111,1,10.4,store,completed
493,78,2024-01-16,169,1,13.81,store,completed
494,284,2024-01-16,34,3,23.01,web,completed
495,260,2024-01-16,142,1,136.62,web,completed
496,170,2024-01-16,43,3,219.84,web,completed
497,194,2024-01-16,197,1,20.44,mobile,completed
498,370,2024-01-16,126,1,110.25,web,completed
499,38,2024-01-17,36,2,13.79,mobile,completed
500,283,2024-01-17,68,2,13.09,mobile,cancelled
501,320,2024-01-17,120,1,213.86,mobile,completed
502,403,2024-01-17,43,1,120.91,mobile,completed
503,209,2024-01-17,152,1,28.48,web,completed
504,294,2024-01-17,65,1,20.68,store,completed
505,202,2024-01-17,41,2,20.06,store,returned
506,19,2024-01-17,29,2,12.52,web,completed
507,442,2024-01-17,56,1,278.81,mobile,completed
508,138,2024-01-17,38,1,20.57,mobile,returned
509,284,2024-01-17,136,1,55.74,web,completed
510,122,2024-01-17,149,2,12.02,web,completed
511,116,2024-01-17,193,2,207.96,store,completed
512,443,2024-01-17,142,1,21.49,mobile,returned
513,255,2024-01-17,162,1,215.82,mobile,completed
514,138,2024-01-17,42,1,20.05,mobile,completed
515,205,2024-01-17,22,2,12.35,mobile,completed
516,175,2024-01-17,2,2,230.82,web,completed
517,450,2024-01-17,102,3,276.98,store,completed
518,147,2024-01-17,108,2,10.37,web,completed
519,95,2024-01-17,158,2,74.15,store,completed
520,467,2024-01-18,148,1,50.07,web,completed
521,427,2024-01-18,16,1,293.86,store,completed
522,237,2024-01-18,152,2,14.17,mobile,completed
523,284,2024-01-18,157,1,124.73,store,completed
524,76,2024-01-18,79,2,109.74,store,completed
525,357,2024-01-18,149,1,27.61,mobile,completed
526,52,2024-01-18,30,1,27.84,mobile,completed
527,116,2024-01-18,164,1,282.86,web,completed
528,254,2024-01-18,89,1,101.84,store,completed
529,3,2024-01-18,2,3,10.09,store,completed
530,111,2024-01-18,140,3,124.95,store,completed
531,317,2024-01-18,19,1,11.95,web,completed
532,362,2024-01-18,196,1,10.76,web,completed
533,471,2024-01-18,114,1,10.22,mobile,completed
534,386,2024-01-18,187,1,102.67,mobile,returned
535,90,2024-01-18,56,1,55.07,web,completed
536,111,2024-01-18,139,2,67.34,mobile,returned
537,480,2024-01-18,107,1,244.18,web,completed
538,235,2024-01-18,53,1,106.46,web,completed
539,326,2024-01-18,54,2,12.83,mobile,completed
540,232,2024-01-18,154,2,26.49,mobile,completed
541,420,2024-01-18,163,1,72.15,store,completed
542,377,2024-01-18,96,2,12.7,web,completed
543,114,2024-01-18,16,1,109.2,store,completed
544,148,2024-01-18,189,1,26.33,web,completed
545,451,2024-01-18,151,1,24.41,mobile,completed
546,92,2024-01-18,143,3,63.69,web,completed
547,28,2024-01-18,192,2,101.92,store,completed
548,98,2024-01-18,170,1,65.79,mobile,completed
549,165,2024-01-18,189,1,13.42,mobile,completed
550,119,2024-01-18,65,1,14.25,mobile,completed
551,65,2024-01-18,141,1,125.54,store,completed
552,327,2024-01-18,140,2,58.66,mobile,completed
553,35,2024-01-18,126,1,211.29,mobile,completed
554,107,2024-01-18,193,2,20.69,store,completed
555,100,2024-01-19,114,2,14.38,web,completed
556,170,2024-01-19,145,2,24.64,mobile,completed
557,269,2024-01-19,81,1,14.47,store,completed
558,239,2024-01-19,175,1,12.09,web,returned
559,139,2024-01-19,93,2,295.56,mobile,completed
560,487,2024-01-19,60,1,72.9,web,completed
561,103,2024-01-19,31,1,59.41,web,returned
562,61,2024-01-19,22,1,29.14,web,completed
563,98,2024-01-19,73,1,136.3,mobile,completed
564,293,2024-01-19,55,3,65.19,web,completed
565,486,2024-01-19,145,1,137.13,mobile,completed
